,Unnamed: 0,Job_ID,Salary,Job_Title,Company_Name,Location,Job_Description,Python,R,Scala,Math,Artificial_Intelligence,Deep_learning,Algorithms_and_models,Business_Skills,Communication_Skills,Stats,Machine_Learning,ML_instruments,Data_visualization,Excel,Matlab,SAS,SQL,SPSS,Big_Data,Cloud,Econometrics,NLP,Computer_vision,Leadership,Planning_and_strategy,Organizational
230,230,46f07b92857553cd,80000,Senior Environment and Approvals Scientist/Engineer,GFG Alliance,Whyalla SA,"[Whyalla SASenior Environment and Approvals Scientist/Engineer
About GFG Alliance
GFG Alliance has an agile, entrepreneurial culture with high energy, strong levels of ambition, and sustainable growth plans. This brings opportunities for GFG’s people and businesses to flourish and develop. We work with our people to determine how we can grow our business and our future. We are committed to uncompromising levels of safety, strong customer centricity and diversity. Wherever they are in the world, our people are our greatest asset.

About our team
SIMEC Mining, a member of GFG Alliance, has operations in SA and NSW. Our Iron Ore operation in South Australia’s Middleback Ranges South of Whyalla consist of three primary sites: Iron Baron, Iron Knob and the South Middleback Ranges. Whyalla is a diverse coastal community based approximately 400 km from Adelaide.

About the role
Based in Whyalla the Senior Environment and Approvals Scientist/Engineer is primarily responsible for the development of readily approvable regulatory submissions in accordance with the Regulatory Program of Works, to enable timely delivery of business development plans and operational targets.

You will also;
Liaise and coordinate regulatory requirements within Project work teams
Develop regulatory submissions for specified developments or changes in accordance with the Regulatory Program of Works
Successfully negotiate with the regulatory assessors on key matters prior to and during assessment phase
Contribute to the development and execution of the Regulatory Program of Works to enable the Life Of Mine plans, taking the lead as required.
Develop and deliver environmental statutory reporting
Assist with on-site environmental monitoring, auditing and interpretation.
About your experience
The ideal candidate for this role will be a strong communicator who is able to take ownership of their work and work autonomously as well as part of a team. You will be a highly organised, motivated professional who is a proven problem solver. Your demonstrated ability to analyse and interpret information and data, accompanied by a high standard of technical writing skills will be well regarded.

You will also bring;
A degree in a relevant science or engineering discipline
5-10 years’ relevant experience within environmental aspects of the mining industry or mine environmental consulting/regulation, or mine planning or engineering.
Demonstrated experience in writing approval submissions and mining compliance reports
Strong understanding of legislative requirements, ideally in a South Australian context and with strong technical writing skills
Ability to build relationships with internal and external stakeholders across the business.
Next steps
Across our different business units, we offer career opportunities for people who share our drive, passion and ambition. From apprentices and graduates to experienced professionals, we are committed to offering fulfilling careers and the chance to grow as our business grows. We would love you to be part of our journey.

Apply today.]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
231,231,2bbc653c7aa86cda,80000,Associate Consumer Risk,NAB - National Australia Bank,Melbourne VIC,"[Melbourne VICFull-time, PermanentWork type: Permanent Full time
Location: Aust - VIC Metro
Come and make this role your own
Collaborative & challenging fast paced culture
We are focused on your learning & development
A career that gives you more

You will be accountable for supporting a Senior Risk Partner (SRP) to deliver effective 2nd line risk overview, challenge and advice, across the end-to-end value chain for NAB’s Consumer distribution channels (Retail, Direct, Broker). Your responsibilities will include but not limited to:

Analysing, trending and interpreting data to provide fact-based risk insights
Conducting risk assessments
Documenting high level process flows where these are not available or inadequate
Conducting sample tests of areas of concern as and when required
Monitoring and reviewing first LoD controls testing outcomes and effectiveness, e.g. review relevant reports
Monitoring and reviewing risk events, tracking to completion
This role sits within the Consumer Risk Team and would be well suited to someone that is prepared to take a position and hold it even when others have differing views. You will be inquisitive in nature and thrive on questioning how things are undertaken and suggest improvements that can be implemented. In return this role offers you the opportunity to interact, challenge and influence effectively across the business.

Successful applicants will have a mix of the following experiences:

Previous experience working in a Financial Institution or Big 4 consulting firm
Previous role as a data scientist and/or previous role in an audit or assurance function (at least one of these two)
A proven ability to leverage data and numerical skills in risk decision making
Understanding of risks associated with financial services (eg Operational, Compliance, Reputational, Process, Conduct, Delivered and Strategic Risks).
Why NAB?

At NAB, we believe success comes from our people. We're committed to supporting your talent and skills through your career, as you help us build a culture that affects change for our customers - and for the community too. We have an African Australian Inclusion Program, a range of Grad, Traineeship and Internship Programs, we are proud to have dedicated $55 billion to help address climate change, be recognised as a Gold employer of LGBTI Inclusion by AWEI, and be an endorsed employer for Women by Work180.

We are an equal opportunity employer and welcome diversity in the workplace.

The benefits
From education and volunteer leave to learning benefits and banking discounts, we offer access to a wide range of employee benefits. For more information please visit here.

If you think this role is the right fit for you, we invite you to apply.

To be eligible to apply, you must have Australian or New Zealand citizenship or permanent residency status. Please note candidate screening and interviews may be conducted prior to the closing date of the job advert.]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,232,f8ccb00a45e40723,80000,Manager Closure Planning Expires soon,BHP,Western Australia,"[Western AustraliaAbout BHP
At BHP we support our people to grow, learn, develop their skills and reach their potential.

With a global portfolio of operations, we offer a diverse and inclusive environment with extraordinary career opportunities. Our strategy is to focus on creating a safe work environment where our employees feel strongly connected to our values and objectives, and where the capability of our people is key to our success.

Come and be a part of this success.
About the role
We are seeking a highly motivated people leader and strategic planner to lead the Minerals Australia Closure Planning team. In this role you will lead a multi-disciplinary team of engineers and scientists in development, update and implementation of closure plans for BHPs Australian commodities including the Iron Ore operations in WA and the Coal operations in QLD and NSW.

The Closure Planning team is accountable for; closure management plans and cost estimates, integration of closure requirements in strategic and tactical planning, developing and improving governance processes and providing input into water planning and mine development studies and environmental assessments. Working closely with other planning and operational groups, the multidisciplinary team (i.e mine planners, geologists, environmental scientists, civil and environmental engineers) provides the data and technical insights for successful closure management. This team is also central to the external reporting, relationships and strategy for Closure and Rehabilitation stewardship.

It is an important role in our business that highly values early planning and progressive implementation of closure and rehabilitation activities. Reporting to the Head of Resource Engineering the role can be located in either Perth or Brisbane. Your leadership and technical expertise will contribute to effective engagement of technical specialists and external stakeholders in closure planning and integration of closure requirements into business activities.
About You
You will be degree qualified in either Geoscience, Engineering, Environmental Science and/or other relevant field, coupled with significant technical and leadership experience. Your strong people leadership skills will see you empower others, while you’re coaching and development of the team will encourage a foster a co-learning environment within your diverse team.

You will have excellent communication skills, verbal and written along with your ability to influence stakeholders (internal and external) by setting direction and providing sufficient communications to encourage agreement and commitment at all levels.

The ability to identify and understand relevant health, safety, environment, and community risks in the work you perform and the plans you prepare and familiarity with closure and rehabilitation policy and regulation in WA, NSW or QLD will see you succeed in this role.
Supporting a diverse workforce
At BHP, we recognise that we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people.

We know there are many aspects of our employees’ lives that are important, and work is only one of these, so we offer benefits to enable your work to fit with your life. These benefits include flexible working options, a generous paid parental leave policy, other extended leave entitlements and parent rooms.]",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
233,233,6edc20cab6531784,80000,Research Analyst - Property Economics & Research,Urbis,Brisbane QLD,"[Brisbane QLDResearch Analyst - Property Economics & Research

Be part of a dynamic team providing strategic advice to blue chip clients
Apply your numeric and analytical skills to answer real world questions
Suitable role for graduate in economics, econometrics, property etc.


Who we are
Urbis is a market-leading firm that shapes the cities and communities of Australia for a better future. Working across the areas of planning, design, policy, heritage, valuations, transactions, economics and research, the expert team at Urbis connect their clients in the public and private sectors to a better outcome, every time.

The Property Economics and Research team within Urbis works primarily in the fast-paced urban economics; and residential, retail, commercial and mixed-use property sectors. The team provides advice to blue chip clients regarding consumer expectations and the market dynamics and viability of significant property projects throughout Australia and overseas.

This includes: network strategies, supply and demand analysis, assessments of market potential, development scheme assessments, economic impact assessments, location and investment strategies, consumer research, asset enhancement strategies, turnover and income forecasts, and expert witness statements.

The Opportunity

We are recruiting for a bright individual to join our Property Economics & Research team primarily based in Brisbane as a Research Analyst, with opportunities to work at the Gold Coast. Our clients include Australia’s most prominent property developers, owners and tenants and all levels of government. They seek our expertise to ensure the delivery of viable and active developments that are places people ultimately want to live, work, shop or play in. As a successful candidate, you will assist across our Urban Regeneration, Residential and Retail teams, bringing a passion for property research and the ability to connect economic theory to market reality.

Our team has a strong reputation for providing accurate, insightful and commercially astute advice, and comprises people with a broad range of degrees including economics, property economics, mathematics, statistics, demography, geography and property related disciplines.


Your Skills

As a member of the Urbis Property Economics and Research team, you will be expected to possess the following qualities:


An understanding of macroeconomic factors that can affect the property market
Exceptional analytical and numerical skills
Solid critical thinking and problem solving skills
Strong written, verbal and communication skills
An understanding of research processes, using both primary and secondary data sources
Passion for learning and developing new skills.
Ability to use and develop excel based economic and financial models would be an advantage


As a Graduate/Research Analyst, experience in a professional services environment and an interest in property would be an advantage, but talented graduates are encouraged to apply.

Your qualifications and experience will have provided you with strong numerical skills, excellent communication and problem-solving skills as well as a strong desire to excel and make a difference.

Our Offer

Working for Urbis means working with individuals who are passionate about what they do. It’s a place where you are encouraged to share your ideas in a professional but friendly office environment. To find out more about our company visit our website at www.urbis.com.au/careers .

Urbis is a firm that truly values its people and as such, provides a broad range of benefits which include a competitive remuneration package, salary continuance insurance, regular social activities, health and wellbeing programs and ongoing training and professional development opportunities.

How to apply?

If you are an enthusiastic candidate, with the desire to become part of a driven and highly professional team, click on “Apply for this job”. Applications close Friday 13 December 2019.

Urbis is committed to fostering a work environment that is inclusive, supports flexibility, and welcomes diversity.]",0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
234,234,16cd87ef5e372a61,80000,Senior Environmental Scientist,ACRWORLD,Melbourne VIC,"[Melbourne VIC$90,000 - $115,000 a yearPermanent role
Immediate start
Competitive salary
About the company

Melbourne-based environmental consultancy specialising in the assessment, management and remediation of site contamination. They provide services to a wide variety of clients (both private and public sector) and have exposure to a large variety of sites (from greenfield to industrial). They specialise in environmental site assessments for the purposes of obtaining 53X environmental audits.

About the role

We require full time permanent Senior Environmental Scientist, providing you the responsibility to manage contaminated land projects of various sizes, including complex assessments for environmental auditing purposes. As a project manager, you will be accountable for all aspects of your projects.

The main duties will include:
Planning, undertaking and/or managing preliminary & detailed site investigations (including assessment of soil, groundwater, vapour and landfill gas) and site remediation programs.
Managing and undertaking complex site assessments for environmental audit purposes.
Preparing CSMs, SAQPs, RAPs, management plans, qualitative risk assessments, landfill gas risk assessments, validation reports etc.
All project management, interpretation of data, writing of detailed reports, providing conclusions & recommendations.
As a Senior Consultant, some fieldwork may be required but it is likely to be minimal and will be commensurate to your level of project management and reporting capabilities.
Completion of COCs, management of data (including field documentation, analysis results etc.), preparation of figures and logs.
Direct management of project budgets.
Providing support to peers and our team of juniors / mid-level consultants.
Assisting with preparing proposals and internal peer reviews.
Project management of various sub-contractors (including flora & fauna, archaeological, geotechnical, etc.)
Direct liaison with stakeholders including clients, contractors, laboratories and Environmental Auditors.
About the candidate

We seek an experienced consultant who can manage projects from start to finish with minimal assistance. The ideal candidates will have:
Tertiary qualifications in geology, hydrogeology, environmental science, or environmental engineering.
5 + years of hands-on experience in contaminated land consultancy, including experience with site historical reviews, sampling, interpretation of data, report writing and project management.
Demonstrated experience and understanding of soil, groundwater, landfill gas and vapour sampling methodologies.
Solid understanding of the NEPM and EPA Victoria guidelines and regulations (or equivalent).
The ability to interpret results, assess site contamination and associated risks, prepare technical reports and provide recommendations.
Ability to meet client objectives and adapt to changing situations.
Demonstrated project and people management skills.
Excellent written and oral communication skills.
A strong focus on attention to detail and quality.
Experience with WinLog & Adobe Illustrator is desirable.
Australian work rights.
Benefits
Stable and secure company who grow organically
Room to continue personal development
Established team, with supportive environment
Based in Melbourne
How to apply

Please submit a full professional resume highlighting your experience with contaminated land or contact Martyn Durnford - +61 2 8079 0902 - for further information.
2907680]",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
235,235,3c3e40dbad369061,80000,Marketing Analyst,Deliveroo,Melbourne VIC,"[Melbourne VICWhy Deliveroo?

When you first think about Deliveroo, you probably think of getting great food to your house in less than half an hour. Awesome right? But behind the scenes is the real story. This story is one of high growth, huge challenges and an enormous opportunity ahead of us. It began with our founder Will, arriving in London over 5 years ago and finding it almost impossible to order great food, despite the wealth of incredible restaurants in the city. Fast forward 5 years and we operate in 13 countries with over 50,000 riders who deliver orders from 50,000 restaurants in over 200 cities worldwide.

We want to be the definitive food company - the app you go to any time you have a hunger pang. We are transforming the way people think about food. We are providing people with limitless access to different cuisines and restaurants, turning cooking from a chore to a choice, and giving people the freedom to eat what they want, when they want, where they want it.

We work with riders, restaurants and consumers. We operate one of the most complex three sided marketplaces in the world and we do this in real time. Millions of customers and thousands of restaurants and riders rely on us to match them within milliseconds. The algorithms behind that marketplace are the secret sauce that allow us to deliver our orders in under 30 minutes.

And we're just getting started

The scale of the opportunity ahead of us is immense. The global food market is valued at £7.7 trillion but only 1% of it is currently online. Contrast that with the digital disruption of countless other industries - from banking and travel to retail and communications - it's clear that our journey in the food sector has only just begun.

We are already a multi-billion dollar company that is more than doubling in size every year. Deliveroo came top in the FT's' list of Europe's fastest growing 1000 companies in 2018, and we were the first company ever to win Deloitte's 'UK Top 50' two years in a row. Yet most of the extraordinary value this company will generate lies ahead of us.

The Role

We are looking for a Marketing Analyst to join our team based in our Melbourne Head Office. The primary role of the Marketing Analyst will be to support the marketing team with various data requests. This role is responsible for the creation and design of reports and reporting tools as well as the provision of data analysis to deliver insights to key decision makers to assist in all marketing planning and analysis.

The role will involve:

Providing analytical support across the broader marketing team, by assisting in setting up effective post-analysis and reporting
Analysing the impact of marketing activity on business performance
Support marketing in driving campaign effectiveness through ongoing optimisation of data selection and KPI development
Creating and managing visualisation analysis using Looker, excel and other programs
Collaborating with other data scientists and marketing colleagues to drive and continually improve reporting solutions
Converting gathered data into easily comprehensible information and dispersing insights and recommendations across the team and management
Understanding and optimising return on marketing investment
Continually improving all data processes within the marketing team.
Creation, roll out & ownership of processes, tools and reporting dashboards to improve internal efficiency
Support marketing team with Ad hoc analysis, insights and reporting requests

Requirements:
The ideal candidate is highly analytical with a strong set of organizational and communication skills. You'll be able to think strategically, validate your assumptions with data, and then execute quickly on your plans.

You should also be:

Driven, hard-working and agile. We move fast at Deliveroo and you'll be comfortable with the same
Extremely analytical and have a passion for detail, marketing and data crunching
Resourceful, creative, and with a keen eye for leveraging data insights to help our marketing team make more insightful business decisions. You're detail-oriented and able to maintain a high level of accuracy across all aspects of your work.
Able to create reports and dashboards such as Looker, Power Bi or Tableau to be used by marketing and business stakeholders
Comfortable working with individuals at all levels. You must be a team player and able to galvanise support from colleagues across departments and cities.
An expert in Excel. Experience using SQL, Looker and Google Suite would be beneficial

Life at Deliveroo

We are a growing team, with very large impact, seeking to answer some of the most interesting questions out there. We move fast, we're always looking for new ideas and we're very transparent about the decisions we make and why we make them.

There are so many questions we need to answer and plenty more we haven't even encountered. How do data and technology help restaurants to grow as consumer habits change? How can we predict what someone wants to order for dinner long before the idea has even crossed their mind? At Deliveroo these are just some of the tough problems we are solving - and there is no challenge that cannot be yours. No solution is owned by a particular team, which means the scope for growth and personal impact is enormous.

Benefits and Diversity

At Deliveroo we know that people are the heart of the business and we prioritise their welfare. We offer a wide range of competitive benefits in areas including health, family, finance, community, convenience, growth, time away and relocation.

In 2018 we announced our decision to give every employee equity in the company. We did this because we wanted all of our employees, regardless of location, level or role to be owners and because we believe that this is the right thing to do. We believe this helps build a culture where everyone is committed and able to share in the company's success.

We believe a great workplace is one that represents the world we live in and how beautifully diverse it can be. That means we have no judgement when it comes to any one of the things that make you who you are - your gender, race, sexuality, religion or a secret aversion to coriander. All you need is a passion for (most) food and a desire to be part of one of the fastest growing start-up's around.]",0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
236,236,2b1708b81d970c3d,80000,Instructor Lead - Data Science Immersive (Full-time),General Assembly,Melbourne VIC,"[Melbourne VICLocation: Sydney/Melbourne or offsite but in AEST timezone.

Our Data Science Immersive course is a life-changing educational experience where students leave with the skills and mindset to take on new careers in a wide variety of Data Science roles.

We are looking for instructors to lead this transformative experience through General Assembly's Data Science Immersive course.

Why Be a Part of the Data Science Immersive?
--------------------------------------------

If you are looking to make a life-changing impact by doing what you know and love, this is the position for you. Through this unparalleled opportunity, you will:


Deepen your own skills by guiding students through a rigorous journey where they begin as driven novices and leave as empowered data analysts and scientists
Contribute your own expertise to a deep and broad global curriculum maintained by a team of talented data science instructors across multiple industries
Facilitate a supportive and energetic community that lasts well beyond the course
Hone your own leadership skills by working with an instructional team and classroom community

As a member of the instructional team, you will not only impact the careers of your own students, but you'll also have a unique opportunity to shape the potential of students on a global scale through contributions to our global curriculum.

Skills and Qualifications
-------------------------


You have at least 12 months of professional data science experience.
You are an expert in SQL, Python, and related Python libraries (pandas, numpy).
You have domain expertise in statistics, mathematics, and probability.
You can build and apply statistical models in python using machine learning libraries, such as scikit-learn and statsmodels.
You have a deep understanding of statistical hypothesis testing and experimental design, data visualization techniques and tools (i.e. matplotlib, bokeh, etc), and manipulation of large data sets.
You can demonstrate and explain the function of machine learning algorithms such as regularized regression, naive bayes, decision trees, ensemble methods, KNN, K-means clustering, and neural networks
You are the person your colleagues naturally gravitate to when they are trying to figure something out.
You are eager to shape the skills, minds, and trajectories of the newest generation of data scientists.
Nice to haves:
You have proficiency with NLP python libraries such as NLTK; Hadoop or Apache Spark; D3.js or R.
You are on top of industry trends in big data, machine learning, deep learning, and AI.
You have previous data science or engineering teaching experience, through a course, workshop, team training, etc.

Responsibilities and Duties
---------------------------


Plan and implement a 12-week curriculum in conjunction with baseline materials and your local instructional team.
Deliver instruction 5 days a week, including teaching, advising, and content development.
Work closely with your instructional team to provide students with meaningful and prompt feedback on their progress.
Collaborate alongside GA staff in order to best meet the needs and learning styles of your students.
Guide students through the development of real world projects that will showcase their abilities to hiring managers.
Facilitate a dynamic and collaborative classroom community.
Inspire students to persevere through the challenges of learning complex subjects.
Contribute to the material and direction of an expanding global curriculum, ensuring the course remains cutting-edge and effective for students worldwide.

Who are we?
-----------

Since 2011, General Assembly has transformed tens of thousands of careers through pioneering, experiential education in today's most in-demand skills. As featured in The Economist, Wired, and The New York Times, GA offers training in web development, data, design, business, and more, both online and at campuses around the world. Our global professional community boasts 40,000 full- and part-time alumni — and counting.

In addition to fostering career growth for individuals, GA helps employers cultivate top tech talent and spur innovation by transforming their teams through strategic learning. More than 21,000 employees at elite companies worldwide have honed their digital fluency with our corporate training programs. GA has also been recognized as one of Deloitte's Technology Fast 500, and Fast Company has dubbed us leaders in World-Changing Ideas as well as the #1 Most Innovative Company in Education.]",1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
237,237,14caa097d9abc414,80000,ECOLOGIST,The Advitech Group,Mayfield West NSW,"[Mayfield West NSW 2304November 6, 2019Dianne Hoskins
Will suit ecologist with minimum 2 years consulting experience
Full time, part time or casual position
Engaged team culture
About Us
Advitech is a successful engineering and environmental consultancy with a 30 year history. Our customer base is diverse, both in industry sectors and geographic locations, including international clients. We firmly believe our people are the reason for our success and are committed to a culture where everyone is supported, treated fairly and given the opportunity to reach their full potential. We provide professional development opportunities for our staff, along with the guidance needed to work in a safe, collaborative and effective way to deliver the best results for our customers. As the founding company of The Advitech Group, we offer our customers a breadth of specialist capabilities and bespoke solutions not usually available from one company.
About The Role
Advitech Environmental is seeking an ecologist who is a highly motivated individual with effective communication skills. The position would suit individuals with at least 2 years of consulting experience with a strong interest in developing their technical abilities.
The role would involve the following key activities:
Providing assistance in environmental and ecological assessments
Providing advice on flora and fauna management approvals processes
Collection, compilation, presentation and evaluation/analysis of environmental data
About You
To be successful in this role and contribute to our company’s ongoing success, you will have the following:
Working knowledge of relevant NSW and Australian legislation and guidelines, including an understanding of the requirements of the NSW Biodiversity Conservation and Environmental Panning and Assessment Acts
Successfully completed (or becoming accredited under) the Biodiversity Assessor Accreditation Scheme to apply the Biodiversity Assessment Method (BAM)
Experience and understanding of NSW Roads and Maritime standards and guidelines will be highly regarded, as would experience with assessment of smaller to mid-scale private developments
Tertiary qualifications in environmental science or science with a major in botany, zoology, biogeography and or ecology
Experience utilising GIS (MapInfo or the like)
Technical competency with recent experience across a range of sectors and project scales
Good organisational skills and a demonstrated history of successful project management
Experience in the efficient preparation, submission and management of biodiversity assessment reports
Experience developing proposals and compiling estimates of works
Good interpersonal skills, the ability to work collaboratively within a team environment
Two or more years of consulting experience in environmental and ecological field work
Ability and willingness to undertake field work as required
Current driver’s licence
Reports To
Lead Environmental Scientist
Location
Advitech Group Headquarters
7 Riverside Drive Mayfield West NSW 2304
For more information, call Rod Bennison on 02 4924 5400
Submit your application to recruitment@advitechgroup.com.au
Ref# 2019_A13]",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238,238,8e948513cdb2b00e,80000,"Machine Learning Engineer - Python, ML Implementation",Canva,Sydney NSW,"[Sydney NSWAt Canva, our mission is to democratize design and empower creativity and visual expression for every person, on every platform. Since launch in April 2013, our user base has grown exponentially, amassing over 15 million users in over 100 languages, making us one of the world's fastest-growing technology companies. As of today, we've achieved profitability, and the company is valued at USD $2.5 billion, which comfortably prepares us for the next phase of growth and product development.

The mission of this role is to use machine learning to improve the Canva experience within the Search Team. Utilizing rapid experimentation cycles and building a fast experiment pipeline, we can test and action things faster. By analysing the data we collect, and employing machine learning techniques appropriately, we are able to provide stronger search results to our users, build new features, and ultimately maximise customer happiness.
Responsibilities
Engineering implementation; develop and implement ML models and features
Work alongside data specialists, software engineers, product owners – to identify business and growth opportunities
Designing and creating new data pipelines from scratch, all the way to deployment to our millions of users
Participate in exciting research in machine learning applications across the Canva product suite
Improve scalability, speed and performance of existing models
Contribute to the full life cycle of ML models – data analysis, modeling, tuning & productization
Conceptual modelling: to be able to share and articulate modelling
Statistical analysis: to understand and work around possible limitations in models
Predictive modelling: most of the big data problems are towards being able to predict future outcomes
Hypothesis testing: being able to develop hypothesis and test them with careful experiments
Requirements
Two (2) years or more of commercial experience in the machine learning / data science domain
Advanced coding proficiency in Python (Java, Scala, C#, or C++ experience is great; but the role will be primarily Python development)
Strong understanding of Computer Science/Engineering fundamentals and first principles covering: non-trivial system design, concurrency, multithreading, data structures, architecture, and various design patterns
Familiarity with big data tools – Apache Spark, Hadoop, MapReduce, etc.
Strong research skills – the ability to dig through deep learning literature and understand strong mathematical constructs
At minimum, a bachelors degree in Computer Engineering / Science or Mathematics; ideally a masters or Ph.D in either of those disciplines
Exceptional written and verbal communication skills
Perks and Benefits
Competitive salary, plus stock options via our ESOP plan
Flexible daily working hours, we value work-life balance
Breakfast and lunch prepared by our wonderful Vibe team
Onsite-Gym and Yoga Membership
End-of-Trip Facilities: Bicycle parking and showers
Generous parental (including secondary) leave policy
Pet-friendly offices
Sponsored social clubs, team events and celebrations
Relocation budget for interstate or overseas individuals (see below for visa information)]",1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
239,239,8b05f7341b4d6093,80000,Postdoctoral Research Associate,University Of Technology Sydney,Broadway NSW,"[Broadway NSW 2007$78,170 - $95,206 a yearThe Global Big Data Technologies Centre is recruiting for a Postdoctoral Research Associate to perform research on, and work toward the adoption of, the next generation timing system for the Internet. The position will be based in a newly completed 14-level smart building with world class facilities and support, and astonishing light filled architecture centrally located in the heart of Sydney. The position will report directly to Professor Darryl Veitch.
At UTS, the concepts of equity and social justice are key to our core and purpose – we are recognised widely as supporting inclusivity and valuing diversity. Cited as a WGEA Employer of Choice since the inception of the award, we are now among the first Australian institutions to receive the Athena SWAN Bronze Accreditation for our commitment to action addressing gender equity in the STEMM disciplines. UTS Equal Futures celebrates and supports women in academia through every stage of their career.

As part of Athena SWAN, UTS has set an overarching target of 40 per cent academic women in STEMM by 2022. The School of Electrical and Data Engineering is committed to UTS’s target and supporting the career development of women academics. UTS Women in Engineering & IT program fosters a network of passionate professionals who are actively involved in the development of our next generation of young engineering and IT professionals.
About the role
As a key member of the world's leading group in network timekeeping, you will research, design, and contribute to the adoption of the next generation timing system for the Internet. You will build timekeeping tools with a global user base, as well as contributing to and leading open source efforts in this space. You will be publishing research papers in leading journals and conferences, and help establish new Internet standards in the area. You will work towards advancing the state of the art in timing both theoretically and practically.
Fundamentally the position involves:
Internet measurement and experimentation.Development of robust clok synchronization algorithms for networked computers including IoT devices.Systems administration of Unix networks, including management tools such as Ansible.C ProgrammingWorking and administrating Unix operating systems, mainly FreeBSD but also Linux.Data analysis and visualization programming in Matlab.Contributing to building / documenting the capabilities within the project testbed, including developing the public facing time server network, data analysis software, co-authoring open source software.
About you
Demonstrated knowledge and experience of computer networking, in particular a solid grasp of the TCP/IP protocol suite.Demonstrated knowledge of scripting languages, in particular Python, as well as advanced C programming, and ideally Kernel programming in FreeBSD or Linux.A PhD degree in a relevant discipline, such as Telecommunications Engineering, Computer Science, or Statistics including a track record of peer reviewed publications.A solid grasp of statistical concepts including statistical estimation.
Remuneration & Benefits
Base Salary Range: $88,695 to $95,206 pa (Level A. Step 3 - 4)
This role attracts 9.5% superannuation (pension) in addition to the base salary.
UTS staff benefit from a wide range of Employee Benefits include flexible work practices, child care centres, generous parental leave, study support, discounted gym membership and salary packaging opportunities.
This position is full-time and appointment will be made on a fixed term basis for 12 months.
Our vision is to be a leading public university of technology recognised for our global impact. We are a dynamic and innovative university, ranked by the Times Higher Education as Australia’s top young university, and located centrally in one of the world’s most liveable cities. With a culturally diverse campus life and extensive international exchange and research programs, UTS prepares graduates for the workplaces of today and tomorrow.
This is a good opportunity for a recently graduated PhD student to join the Centre, which is a collaborative hub for UTS researchers, prominent professors and scientists from other leading universities in Australia and across the globe, and national research organisations. Our researchers are internationally recognised for impacts at the nexus of science and industry, engineering and IT. UTS is ranked No.1 in Australia for Computer Science and Engineering in 2019 (ARWU).
Connected research is one of the eight initiatives in the UTS 2027 Strategy. At UTS, our research will be exemplified by excellence, impact, engagement with global partners, and innovative collaborations that transcend disciplinary and professional boundaries.
How To Apply
For the full list of the selection criteria and role responsibilities please click the apply link and download the Position Statement from the UTS website.
UTS is committed to diversity and inclusion in our workforce and we encourage applicants where relevant to include a relative to opportunity or career disruption/break statement within their CV.

You are required to address the selection criteria in your submission in a separate document.

Only those applications submitted via the UTS online recruitment system will be accepted. Current UTS employees should apply through their UTS Employee Self Service function.

As you will be unable to save your application once started, please have all required documents and information available prior to commencing.
Please ensure that the file name for each document submitted includes IRC144117.
Specific enquiries or issues with your application may be directed to Pam Price in the UTS Recruitment Team at recruitment@uts.edu.au or on +61 (0) 2 9514 1080.
Closing Date: Wednesday 4th December 2019 at 11.59pm (AEST)
Applicants must have current and valid work rights in Australia.

Please note: If you have a disability that requires adjustment to the recruitment process or an alternative application pathway please contact recruitment@uts.edu.au for assistance.
At UTS, the concepts of equity and social justice are key to our core and purpose – we are recognised widely as supporting inclusivity and valuing diversity through our Wingara Indigenous Employment Strategy, Social Impact Framework and UTS Access and Inclusion Plan.
Cited as a WGEA Employer of Choice since the inception of the award, we are now among the first Australian institutions to receive the Athena SWAN Bronze Accreditation for our commitment to action addressing gender equity in the STEMM disciplines.
We welcome applications from women, Indigenous Australians, people with disability, those who identify as LGBTIQ and applicants from culturally and linguistically diverse backgrounds.]",1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
